seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
10,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.480479476512353,0.4832257819819534
14,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4854726556912111,0.4822048208620283
15,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4888005314346154,0.4717579652268463
31,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5155024744593697,0.4675923675942937
9,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5334372373213786,0.46651518873754
17,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5115146408257847,0.472611212358035
4,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4929914725838988,0.4745060843639376
42,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4009723051339694,0.4827675141052093
6,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4935835814052738,0.480610152115673
22,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5237878617621873,0.4706066396761622
29,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5044638747129211,0.4655006639514781
30,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4786032740952468,0.4794495324703717
40,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5117715538639193,0.4821920426575635
38,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5138316088111039,0.4759582378255222
41,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5407758550982453,0.4748386723961442
18,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5170622078389069,0.4646275442267734
46,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5647307811102302,0.4666195456806587
49,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5701234556375896,0.4806496349465077
16,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5093946241781752,0.4673119580147225
44,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.548483042461317,0.4700920443750838
48,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5364765814002741,0.4606496914543626
24,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5212740230082102,0.4773115930792142
21,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5272467522767563,0.4803808798726675
13,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5561836607949413,0.4667121618806498
33,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5242546048125083,0.4763788432204229
45,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5127786171919838,0.4824396354093313
20,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.473132051139742,0.4785199379240026
32,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5002819890518753,0.4644224838531602
37,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5632790407637205,0.4624318130593057
36,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5648426111579641,0.466126411360151
28,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4622511019911841,0.4714285930513814
5,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4576604401627506,0.4714095959467202
25,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5029085317216704,0.4615662698972724
